concurrent,service_type,titre,corps,note
"Tallium Inc.","web","UX/UI Redesign for AI Services Company","An AI services company hired Tallium Inc. to design the UX/UI of their AI-driven retail analytic platform. The team created a modernized interface and improved the login interface, landing page, and heat maps.

The client applauded Tallium Inc.'s website for its attractive UI/UX interface. The team stayed on track through frequent meetings via Slack. Their professional attitude and organizational skills were hallmarks of their work.

BACKGROUND
Please describe your company and your position there.
BR[AI]YT is an AI company that provides AI products and services. One of it's flagship product is a retail analytic platform called BraiytVu that is designed to provide an AI-driven analytic platform for physical retailers. BraiytVu collects data from a list of various IoT sensors and connected CCTV cameras, and these data points are processed and presented to retail operation teams in both real-time as well as historical reports.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc., and what were your goals?
The objective of this project is to redesign the UX/UI interface of our platform, and ensure the sub-modules that make up the Management Dashboard were intuitively designed with an attractive and easy-to-use Analytic interface, including the development of all the front-end artifacts.

SOLUTION
How did you select this vendor and what were the deciding factors?
We reviewed Tallium previous work, had a meeting with them to discuss the project and received their proposal and approach. We liked what they presented and decided to proceed forward with the engagement with them.

Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.
The primary scope of this project was to ensure the delivery of a modern, attractive UX/UI interface for AI Analytics platform. The platform was made up of the number of sub-modules. (login interface, landing page, heat-maps, etc)

How many people from the vendor's team worked with you, and what were their positions?
During the UX/UI design phase there were 2 designers and a PM. and during the development phase, there were 1 developer and 1 PM

RESULTS & FEEDBACK
Can you share any measurable outcomes of the project or general feedback about the deliverables?
The outcome of the design phase far exceeded our expectations. The design team was able to understand our aim and objectives and provided various designs that helped us refine the final output. We were so happy with the design and the way the project was managed, we decided to give engage the Tallium team to also do the development. The results were amazing.

Describe their project management style, including communication tools and timeliness.
The PM style was professional. A communication channel was established in slack. A weekly touch-point was scheduled, and we were able to monitor the project progress comfortably.

What did you find most impressive or unique about this company?
Were most impressed with the quality of their work and their PM skills. well-organized and incredibly professional.

Are there any areas for improvement or something they could have done differently?
No areas of improvement for these guys. They are technically strong, great at communicating, and well-organized. Strong PM skills.","5"
"Tallium Inc.","web","Web & Mobile App Dev for System Integrator","A system integrator hired Tallium Inc. to implement an integrated system that would digitalize a modern A-class business center. The system contained several interconnected web and mobile applications.

The collaboration with Tallium Inc. exceeded the expectations of the internal team, leading to a fruitful engagement. They demonstrated a proactive attitude at every stage of the project. Their flexibility and high expertise in UI/UX design were remarkable.

BACKGROUND
Please describe your company and your position there.
I am a partner at Eurotelecom, a Ukrainian system integrator that develops, implements and maintains IT solutions from the world's leading manufacturers.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc., and what were your goals?
Our company was looking for a strategic partner who can take over the development of software solutions, web and mobile applications for midsize and enterprise clients, while we focus on system integration, providing hardware solutions and cyber security.

Such an alliance would allow us to jointly offer comprehensive seamless solutions that would cover the entire IT circuit in large enterprises and the public sector.

SOLUTION
How did you select this vendor and what were the deciding factors?
Our goal was to find a company that has deep technical, product and industry expertise, as well as a proven track record of successfully completed projects.

The decisive factor for us was the willingness of the Tallium team to act as experts at meetings and participate jointly at all stages of the project, from Pre-Sale, Discovery and Prototyping, and to the full cycle of project execution, its enhancement, and support.

Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.
The first joint project included the implementation of an integrated system to digitalize a modern A-class business center aimed at working with the world's leading companies.

The complex system contained of several interconnected web and mobile apps, that were designed to provide tenants and their employees with the ability to manage access, business center services, parking slots, local infrastructure, and also integration with internal security systems.

How many people from the vendor's team worked with you, and what were their positions?
Tallium team consisted of 15 experts and included 8 software engineers (2 each for iOS, Android, back-end and web front-end), 2 QA engineers, 2 UX/UI designers, a Business Analyst, a Product Owner and Project Manager.

RESULTS & FEEDBACK
Can you share any measurable outcomes of the project or general feedback about the deliverables?
All milestones of the project were implemented within the established deadlines, and the result was highly appreciated by both the client and end users.

Describe their project management style, including communication tools and timeliness.
From the very first steps of the project, the Tallium team showed commitment to the Agile methodology, openness and complete transparency of the process for all participants.

At every stage of the project from discovery to implementation, all team members had an equal voice, demonstrated a proactive attitude and they had a passion for creating the best product for the end client.

What did you find most impressive or unique about this company?
What impressed us the most was the flexibility of the Tallium team and the ability to find solutions to even the most complex issues with a high degree of uncertainty.

Separately, we would like to note the team's high UX/UI expertise, the ability to conduct researches and user testing, as well as the willingness to go the extra mile to ensure customer satisfaction.

Are there any areas for improvement or something they could have done differently?
At this point, we are fully satisfied with our partnership with Tallium.","5"
"Tallium Inc.","web","WordPress Web Dev for Venture Capital Firm","A venture capital firm engaged Tallium Inc. to develop a WordPress website in line with their new brand. 

The website built by Tallium Inc. received positive feedback for its professional design, clarity of information, and admin-friendly structure. The team communicated regularly and efficiently with the client and completed the project well on time. 

BACKGROUND
Please describe your company and your position there.
I work in the investment team of a Nairobi based Venture Capital fund. We invest into startups and SMEs in the sectors of energy, connectivity, mobility and clean technologies.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc., and what were your goals?
We rebranded recently to E3 Capital and we needed a complete new website.

SOLUTION
How did you select this vendor and what were the deciding factors?
Tallium has been recommended to us by someone of our network. We knew they would deliver a good work in good delays. This is what we needed.

Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.
Development of a website using wordpress.

How many people from the vendor's team worked with you, and what were their positions?
A project manager was our main point of contact, and he has been amazing in addressing our requests in time and very available for us! In a context of a war in Ukraine, we are very impressed and we recognise the amazing job which has been done.

RESULTS & FEEDBACK
Can you share any measurable outcomes of the project or general feedback about the deliverables?
We got very good feedbacks from people of our network on our new website. Information comes clearly to the user.

Describe their project management style, including communication tools and timeliness.
We had regular calls with our project manager. Most of the communications were done through emails which was very efficient.

What did you find most impressive or unique about this company?
They gave us a very professional website easy to update. They delivered the work in very good delays. They were very patient with us. They listened to all of our requests and gave us very good design advice.

Are there any areas for improvement or something they could have done differently?
Not really, everything was very smooth.","5"
"Tallium Inc.","web","Web App Dev for SportsTech Startup","Tallium Inc. worked for a SportsTech company to design and build a new version of their MVP. They aimed to have a stickier product and implement the feedback the client received from their customers.

The web app developed by Tallium Inc. received positive feedback from its users. The professional athletes were happy with the video annotation tools, while the amateur athletes praised the UX and the new design. Overall, the client was happy with Tallium Inc.'s work ethic and quality of work.

BACKGROUND
Please describe your company and your position there.
I'm one of the founders of a sports-tech startup. We're building a platform where amateur athletes of all levels from any sport can connect with and get coaching as well as technique analysis from professional athletes in their respective disciplines. We use technology to enhance the process of coaching and analysis, for example by providing various video annotation tools. I am taking care of tech and product.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc., and what were your goals?
We validated initial assumptions with a small prototype, based on which we built our MVP, which enabled us to get initial traction, collect feedback and understand our users and their under-served needs better.

As a next step, we wanted to design and build a new version of our web app, to have a stickier product and implement the feedback we've received so far. Here's where Tallium came into play - they designed and implemented the 2.0 version of our web app.

SOLUTION
How did you select this vendor and what were the deciding factors?
As with most projects similar to this, we started with online search for web designers and frontend engineers. We've come across and reached out to many different agencies, but shortlisted only a few based on criteria such as their portfolios, availability and their communication style. We ended up choosing Tallium because of their costs and time estimates, affordable rates, experienced engineers and last but not least - their working and communication style.

Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.
We had a few exchanges and a kick-off call to present the company, our vision and what we would like to achieve during the project.

In the first phase, we provided them with low-fidelity mockups, based on which Tallium designers proposed a few concepts. After having chosen and adapted the concept that fit our needs best, we had a few design iterations, during which we gathered user feedback and adapted the designs accordingly.

In the second phase, Tallium front-end engineers worked on building the web-app according to the designs.

How many people from the vendor's team worked with you, and what were their positions?
Our main point of contact was our key account manager. In addition to that, during the first phase we worked with a designers, and during the second phase with we worked with two senior front-end engineers.

RESULTS & FEEDBACK
Can you share any measurable outcomes of the project or general feedback about the deliverables?
We have received positive feedback from our users - both the professional and amateur athletes regarding our new designs and features. The pro athletes included in feedback loops during the design and development were happy with the video annotation tools. The amateurs athletes praised the new design and UX.

Describe their project management style, including communication tools and timeliness.
We had a weekly call during which we would get an overview over the work done, clarify any unknowns, and discuss the work to be done during the next week and discuss details. The designs were done in Figma, for communication we used slack. For issue tracking we used Jira - where we defined the work to be done, priorities, acceptance criteria etc.

What did you find most impressive or unique about this company?
There were many things that we loved in working with Tallium. We were very happy with their communication style, work ethics and the quality of work they've done. But one of the things that stood out was the proactive behaviour and creativity when it comes to dealing with complex and unexpected difficulties during the project. Also, we very much appreciated their fast, honest, transparent, and straightforward communication.

Are there any areas for improvement or something they could have done differently?
We are very happy with how the project with Tallium has gone. Whenever anything came up that we thought we could adapt or improve from either side, that was brought up during our calls and we would quickly adapt/integrate that in our collaboration.","5"
"Tallium Inc.","web","Web Dev for Design Agency","A design agency partnered with Tallium Inc. to develop a third-party client's website. The team created the platform using the client's design prototype. 

Tallium Inc. successfully delivered an updated website to the third-party client. Their communication and performance were excellent. Also, the team regularly updated the client on the project's progress.

BACKGROUND
Please describe your company and your position there.
I'm the Creative Director of a Design Agency. We serve customers from industry, culture, gastro or retail.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc., and what were your goals?
We developed a whole new Corporate Design for an industrial customer which also included a bespoke wordpress website. Our team was to small to handle this big project beside all others, so we were looking for a partner helping us to design and develope this website.

SOLUTION
How did you select this vendor and what were the deciding factors?
We had contact before and where impressed by their good organisation, design and development skills.

Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.
We had a kick-off meeting to discuss all the requirements. We delivered the page structure which was already discussed with the client and made a design prototype of one page to communicate our vision with the designers. They adapted it really well and created a beautiful, modern website with over 15 pages. After reviewing everything, they started the development in Wordpress. It turned out to be not only pixel perfect but also clever and effective coding with custom fields to make the usability with the CMS really easy.

How many people from the vendor's team worked with you, and what were their positions?
A project manager was our main contact. One designer created the page and two WordPress engineers coded the website.

RESULTS & FEEDBACK
Can you share any measurable outcomes of the project or general feedback about the deliverables?
The client received a completely updated website which goes hand in hand with the whole CI. They are able to communicate their services much more clear and are happy in the way they can present themselves.

Describe their project management style, including communication tools and timeliness.
We had weekly talks with the project manager and also the designer to get updated on the ongoing process and the ability to give feedback anytime. We used slack and Google Meet to communicate. Everything happend on time.

What did you find most impressive or unique about this company?
Such great organisation during the whole process. These were the people that you could rely on.

Are there any areas for improvement or something they could have done differently?
There were some minor bugs after launching the page which is quite normal and they immidietly fixed them.","5"
"Tallium Inc.","web","Web App Dev for Tech Startup","A tech startup hired Tallium Inc. to develop the backend of their web app. The team has also redesigned the UI and made integrations to enable full customizability of the white-label platform.

Tallium Inc. has helped create a fully functional and highly customizable web app that serves tourists and local business owners well. Their responsiveness and constant availability enables them to finish most tasks ahead of time, which the client appreciates for the cost it saves.

BACKGROUND
Introduce your business and what you do there.
I'm the owner and founder of a tech startup and I've developed an information mapping platform to guide tourists in our town. Currently, I'm developing a similar platform for a local tourist attraction that is more location-specific.

OPPORTUNITY / CHALLENGE
What challenge were you trying to address with Tallium Inc.?
I don't have any knowledge of how to develop platforms so I hired Tallium. 

SOLUTION
What was the scope of their involvement?
Tallium has helped me do a lot of development. The platform I had built with a previous provider didn't have a backend to it, which was terrible, but Tallium has filled in the gap and made it a fully integrated system. The team has also redesigned the UI to make it work better and give it a nicer, cleaner look. 

All I provided, in the beginning, was a PowerPoint presentation containing what I wanted them to deliver. They've taken that and turned it into a fully functional website.

Additionally, Tallium has also developed the website to allow full customizability. I'm offering this platform as a white-label product, so it's important that future users be able to change the logo and the posts within it. 

What is the team composition?
The main contact is the account manager. As far as I'm aware, there are a lot of developers working on this project but I don't interact with them. The account manager is the one who relays and delegates tasks to the development team.

How did you come to work with Tallium Inc.?
I was previously working with another provider, but I was recommended to Tallium when I applied for a new business enterprise fund. Their price was significantly lower than that of development agencies in the UK. Since it was no longer financially viable for me to carry on working with the previous provider, I decided to go with Tallium.

How much have you invested with them?
I've invested around €40,000-€50,000 (approximately $47,000-$60,000 USD).

What is the status of this engagement?
Wizard working together around December 2019. Our partnership is ongoing as there are still features that could be added to the platform.

RESULTS & FEEDBACK
What evidence can you share that demonstrates the impact of the engagement?
A lot of people have used the accommodation guide of our platform to be able to locate holiday homes, hotels, and bed and breakfasts in our town. 

One of the several holiday hotel owners in our locality has said that our platform is a really good alternative to outdated leaflets. Another hotel owner has also expressed that our web app was a great idea and is very useful to guests who want to find all local information in one convenient place. I've also heard others say that they're starting to include the link to our web app in their emails to guests because it's an informative resource.

How did Tallium Inc. perform from a project management standpoint?
I was initially wary of working with them because we are not in the same location and I couldn't walk into their office to speak with them personally. However, their location has not been a problem at all because they've been really good partners to me. If I need anything, they will get back to me straight away. The account manager is also really good at providing explanations. 

Whenever I want to get something done, they always come back to me with a quote and an estimate of how long it's going to take. They'll talk me through the process and any issues we might encounter. There have even been occasions where the development took less time than they had promised. This has helped reduce the costs, and it has been really good to see.

We talk through Slack and make a few video calls now and again if there are any issues. The communication is really good and they're constantly available if I need anything.

What did you find most impressive about them?
Tallium is really able to get things done without any snags. Even if something seems impossible to do, the team always tries to find a way to do it. There's nothing they've not been able to do. In addition, they would also fix any bugs found at no extra cost. Their customer service is just awesome.

Are there any areas they could improve?
It's out of my control but it would be nice if I could go to their office and do face-to-face meetings. It's the only thing I prefer to be different but there is nothing we can do about it. 

Do you have any advice for potential customers?
Tallium will do exactly what you ask for so make sure to draw up what you want as clearly as possible.","5"
"Tallium Inc.","web","Bespoke Web App for Digital Story Telling Company","A digital story company hired Tallium Inc. to create a bespoke web-based application for the new branch of their business. The goal of the app is to have a seamless and enjoyable journey for the end-users.

Tallium Inc. was able to deliver phase one of the project and complete the testings. The team provided an efficient workflow while utilizing various messaging platforms, emails, and online video conferencing apps to manage the project. Their communication was first class in all areas.

BACKGROUND
Please describe your company and your position there.
I am the founder of Rant + Rave, a digital story telling and engineering company that provides businesses with innovative answers to their unique questions. It is my responsibility to analyse a client's request and assign the task/project to the most appropriate solutionist amongst a global network of problem solvers.

OPPORTUNITY / CHALLENGE
For what projects/services did your company hire Tallium Inc.?
Our clients required a web based application to create a new branch of their business. The area of interest is the creative industry recruitment for Gen Z. The WBA had to be a platform that is convenient for both businesses and users, enabling interaction and content to be easily uploaded and viewed.

What were your goals for this project?
Create an app that acts as a hub for tailor-made career resources and a showground for ethical brands on the lookout for new recruits. To have a seamless and an enjoyable journey for the end user, and to have a logical methodology for businesses to tap into young talent.

SOLUTION
How did you select Tallium Inc.?
Being receptive of global solutions, we created a list of potential companies that we thought would suit the problem. With further arbitrary research we narrowed the candidates to 5. Following conversations and some fact finding, Tallium were the most impressive and fitted the brief.

Describe the project in detail.
To create from the ground up a WBA. A general scope was given, freedom of design was granted with guidelines and boundaries discussed during progression. As the app was being built, the more the clients decided to be involved which Tallium took in their stride.

What was the team composition?
The team was very fluid, increasing and decreasing in number depending on complexity of the given task. That allowed cost saving when numbers of the team were small, and time saving when the team grew. Assigned team included; Project manager, technical officer, designer, developer(s).

RESULTS & FEEDBACK
Can you share any outcomes from the project that demonstrate progress or success?
With phase 1 and testing complete, the WBA was able to be transferred to the client and subsequently launched. Although the app cannot be considered to be the 'final' version as more features are to be implemented at a later date, it was able to be used as intended with bugs being addressed as and when found.

How effective was the workflow between your team and theirs?
Workflow was as efficient as possible under the circumstances (reactive and evolving scope as to a set static one). Messaging platforms, email and online video conferencing were all used to keep the project within control.

Feedback was always enthusiastically receiv","5"
"Tallium Inc.","web","Mobile App Development & UI/UX Design for Bank","Share 
  * Mobile App Development
  * $200,000 to $999,999 
  * Apr. 2020 - Ongoing 

5.0 

""Great comms, good time and task management, ability to learn quickly, complete technical understanding, inclusive with an eye for the bigger picture""

  * Quality

5.0 

Service & Deliverables

""To describe our feeling from initial scope to delivered product would simply be WOW!""

  * Schedule

4.5 

On time / deadlines

""Something that we all can improve on, but our experience was extremely positive. Deadlines were honoured and met.""

  * Cost

5.0 

Value / within estimates

""Very competitively priced, but you certainly get more than what you pay for.""

  * Willing to Refer

5.0 

NPS

""Fairly easy to refer Tallium as the experience was fruitful, positive and engaging.


A bank partnered with Talium in order to develop their mobile app. The platform had to have a quick and easy onboarding process, increase their retention rate and income, as well as have a flexible structure.

Thanks to the efforts of the Tallium team, the company now has a mobile banking app with more than 50 core features that's ready for launch. The company is already receiving positive feedback from clients less than a year from the initial engagement with the team.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and your position there.**

'm the Managing Director at Eurasian Bank - Top-10 largest Bank in Kazakhstan by assets. We provide a full range of banking services to our clients and hold leading positions in Kazakhstan's retail banking market.

As a Bank with its comprehensive ecosystem, we focus on digital transformation strategy and implementing the most convenient banking solutions for our clients and partners. Smartbank mobile app is at the heart of our digital strategy.

#### OPPORTUNITY / CHALLENGE

**For what projects/services did your company hire Tallium Inc.?**

We hired Tallium Inc. to cover the full-cycle development of our new mobile banking app, including a complete rethinking of existing processes and designing the long-term vision for Smartbank.

Tallium blends practical development with innovative design principles. They have significant UI/UX and architecture expertise, deep market and industry understanding, and a well-organised team with scheduled delivery.

As a result, we got a new mobile banking concept with the roadmap for a few years ahead and a beautifully designed app that can form the new image for Eurasian Bank on Kazakhstan's market.

**What were your goals for this project?**

Our key goals were to ensure the easiest and quickest onboarding process for a new client, increase the retention rate for existing clients, and increase the bank income by actively promoting the most profitable banking products through a mobile application.

Another goal was to create a cutting-edge designed app with a flexible structure that will be easy to support and enhance from a long-term perspective.

#### SOLUTION

**How did you select Tallium Inc.?**

We conducted a tender to attract an external company that could provide a holistic vision of implementing the Bank's digital transformation goals. Tallium won among six finalists due to a clear understanding of the Bank's needs and requirements, advanced UI/UX expertise and affordable budget proposal.

**Describe the project in detail.**

Tallium's team led the complete design and development cycle of a new banking mobile application for Eurasian Bank (native development for iOS and Android). During the project, the vendor demonstrated deep insight into banking processes, exceptional UI/UX design expertise, and strategic thinking at achieving the Bank's business goals.

Before development, Tallium team thoroughly researched the Bank's user models, current processes, and strategic goals to get the complex concept of a new product and delineated a roadmap for the Bank's digital strategy for the next few years.

In parallel, they worked on design concepts and clickable prototypes that helped defend ideas in front of all Bank's departments. After that, we split the backlog into several MVP stages, scheduled all releases and started the development.

Three months later, we were ready to show the first version of the working app to the board of directors with key strategic features, including an online lending process, digital cards and online registration without having any banking products.

In the next few months, we started the internal testing of the future app. After polishing all details, we were ready to start the test with real clients and other departments.

We have launched an app successfully and are currently on our way to the MVP4 release.

**What was the team composition?**

The core team throughout the project included 3 iOS and 3 Android developers, 2 UI/UX Designers, 2 QA Engineers, Project Manager/SCRUM Master, Project Executive, Tech Writer and Business Analyst in Tallium's team.

Tallium was also very flexible to provide additional resources on-premise. More than 50 people are working on this project, including four teams in different countries. Tallium is in charge of managing the process of development, prioritisation and helping us as the product owner from one point of view.

#### RESULTS & FEEDBACK

**Can you share any outcomes from the project that demonstrate progress or success?**

For less than a year, we got an entirely redesigned and developed mobile banking app with more than 50 core features and scalable architecture ready for launch and already received positive feedback from Bank's clients.

Moreover, we have a clear concept and long-term roadmap for enhancing our digital banking solutions in the near future.

**How effective was the workflow between your team and theirs?**

Tallium is using SCRUM and two weeks sprints with everyday catchup calls, sprint demos and plannings. Communication goes through Google Meet, Telegram, Slack, and Jira.

**What did you find most impressive about this company?**

The most impressive thing is that Tallium managed to combine strong technological and Agile expertise, team spirit, and flexibility in communication.

That allowed distributed teams in several countries to establish effective cooperation from the first days of work and successfully implement a large-scale project in the short terms.

**Are there any areas for improvement?**

I think this team is doing their best to provide top-notch services to their clients.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Tallium Inc.","web","Web Development for Digital Company","Share 
  * Web Development
  * $10,000 to $49,999 
  * Dec. 2020 - Jan. 2021 

5.0 

Quality
     5.0 

Schedule
     5.0 

Cost
     5.0 

Willing to Refer
     5.0 

""To deliver such great results through COVID19 is a testament to their operations.""

Feb 24, 2021

CEO, Heighton Agency

Chris Heighton 

Verified

  * Advertising & marketing
  * Saffron Walden, England
  * 1-10 Employees
  * Online Review 
  * Verified


A web and digital company partnered with Tallium in order to assist in the development of the first phase of their online web app.

The Tallium team was able to complete the first phase of the project. Thanks to this the company can now drive traffic from their marketing campaigns and promote case studies via their CMS admin panel. The company was most impressed by the team's willingness to add features beyond the project scope.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and your position there.**

Heighton Agency is a brand, design, web and digital company and I am the CEO of the company


#### OPPORTUNITY / CHALLENGE

**For what projects/services did your company hire Tallium Inc., and what were your goals?**

We have hired Tallium for 3x projects so far. Project 1 is for the first phase of our own online web app development heighton.agency.

#### SOLUTION

**How did you select Tallium Inc. and what were the deciding factors?**

I've used Talllium historically for a website solution whilst owner of a previous company. They delivered and impeccable website solution, developed in Laravel.

**Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.**

Tallium took our UX and UI designs, providing them with Zeplin files media and assets for where the built an online front-end solution with back-end admin panel using Laravel and React technologies.

**How many people from the vendor's team worked with you, and what were their positions?**

I initially corresponded with Oleks and Vitalii (CEO's) and agreed the project scope with their Project Managers, working closely with them and their staff to deliver a great first phase solution.

#### RESULTS & FEEDBACK

**Can you share any measurable outcomes of the project or general feedback about the deliverables?**

The first phase solution is a great Web App that allows us to drive traffic from Marketing Campaigns and promote case studies via the CMS admin panel as we instructed.

**Describe their project management style, including communication tools and timelines.**

Timelines where adhered to and communications where super via both SKype and Email.

**What did you find most impressive or unique about this company?**

Their willingness to get on with any additional feature request throughout the project launch to the delivery journey. To deliver such great results through COVID19 is a testament to their operations.

**Are there any areas for improvement or something they could have done differently?**

Not at this time. To deliver such great results through COVID19 is a testament to their operations.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

""To deliver such great results through COVID19 is a testament to their operations.""

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Tallium Inc.","web","Mobile App Development for Opthalmology Platform","An opthalmology app partnered with Tallium to support the mobile app development of their platform. The goal is to launch the app before December 10, 2020 in time for their promotional webinar. Thanks to the contributions of the Tallium team, the company was able to launch the app only eight weeks after first partnering with them. The project's speed exceeded the company's expectations. The company was most impressed by the team's communication and proactiveness during their partnership.

I'm Chief Medical Officer of Altris Inc. Altris is a developer of an AI platform for ophthalmology as well as a provider of educational services for ophthalmologists and optometrists.

We hired Tallium Inc. for educational mobile app development with the main goal to release the app before December 10, 2021. Because we scheduled the first international webinar to promoting the app.

We decided to involve an external company due to a lack of mobile app development expertise and we didn't have time to hire developers. We started our selection process with 5 vendors and decided to continue with Tallium Inc due to quick responses as well as a clear understanding of our needs and requirements.

We started with a workshop with the development team to provide them with an idea of retina scans interpretation education. From my point of view, this is extremely important when a development team understands the process behind an app. We prepared app design with our internal UI/UX engineer and introduced it during this workshop as well.

The development team was in charge of front-end and back-end app development, quality assurance, and stores release. The most important part of the project was the development of the solution for educational content uploading. We've been preparing our content in AI data annotation tools.

The company proposed and developed a universal uploader for data and content upload with minimal human efforts. Also, Tallium supports us for a couple of weeks after release to fix after release issues.

There were 5 people in the core team including the project manager. Also, Tallium Inc added 3 developers to complete the back-end development part quicker than we planned to have more time for quality assurance and UAT.

The app was fully developed and released in 8 weeks, which is exceeding our expectations.

We communicated through Zoom, Slack, and Jira.

The most impressive thing is the development team pro-activity, live communication and development

From my point of view, for me as a non-tech person, everything was fine.","5"
"Tallium Inc.","web","Custom Dev for Knowledge Exchange Hub","Tallium Inc. is developing a knowledge-sharing hub that will allow individuals within the military community to educate themselves on various topics and network. They're currently working on the final stage. Tallium Inc. has demonstrated strong project management skills and a communicative mindset. They've established development benchmarks throughout the project and has met each one so far. Early users have started using the platform, and initial results show promise.

We here at X-Forces are a social enterprise that support the ex-military community into starting-up their own business/self-employment. We provide those wishing to start up their own business with support that includes training, on-going support, finance and mentoring.

Our approach is quite different to that of other providers as we encourage both self-employment and employment thus ensuring individuals are making informed decisions when considering the financial implications of self-employment.

In addition to the above we also deliver a variety of training days ranging from 1-day awareness courses to substantive 4-day courses to a number of external partners.

The XFE Knowledge Exchange Hub was an idea of ours, so we required a company to make this a reality for us, so we choose Tallium to help us bring this project to life.

The XFE Knowledge Exchange Hub has been created to enable the community to self-serve on education, information, knowledge and networking at a pace and in an environment that is appropriate for each of you as individuals within the military community.

The ambition is that this XFE hub will become a great platform to find all relevant information about self-employment relevant to the military community.

X-Forces Enterprise searched online for the right web designer to make this happen for us. We sorted out about 3 possible company's, and started discussions with them.

We were introduced to Tallium through Blam, so we made the connection and they listened to what we were after. We narrowed it down to 2 Company's after receiving their initial quotes and pitches etc.

In the end I was no brainer for us to select Tallium as they were the best value for money and listened to what we needed, which gives you a good feeling you have selected the right company.

This all stared for us with a fair few discovery calls and meetings to set out our goals and expectations. Within the first few weeks of development we started to see mock-ups and designs of the Hub, which was great to see and to provide our feedback.

With a few alterations and final designs, the hub stared to come together and take shape. Tallium provided us with goals at each point of the development and stuck to them. We have been informed of all design progression and updates on a regular basis, which was great to have.

We are now moving in to the final stages of the platform, and just making the final changes we require to improve the development. Tallium have been right behind us all the way.

We initial had discussions with the Tallium team to kick things off and moving in the right direction. We were then assigned a Project manager called Fillip Danylchenko, who was our point of contact at all times during the design and development of the Hub. He has been a great Project manager for us, with keeping us informed of all progression from start to finish of the project.

We have started to get people registered on the Knowledge Exchange Hub all ready and we can see what a great source of information it is and will become to the business wanting to use this.

Fillip, our Project Manager that was assigned to us has been great to work with and more importantly has been there for us from start to finish. We have had regular conversations and updates from him during the whole process, which has given us the confidence to know we have chosen the right company to build this for us.

I must admit Tallium has been so supportive during this project and has shown us that they really know their stuff when it comes to design and development. Not only have we learned during this process, but Tallium has been so supportive to us and very patient at times. We can certainly recommend Tallium to anyone looking at using them for whatever they need.

I would of though most people would say things to be done quicker etc, but for us it has been at a great pace and worked for us. On the whole we have been very impressed with Tallium and I would say, more importantly that quality is better than speed. So thanks to Tallium, we now have a great Online Hub to use and provide.","5"
"Tallium Inc.","web","Website Dev for Art Contest","Tallium Inc designed and developed an art contest website based on provided content. Functionalities include a webshop, a product voting feature, social sharing, and a jury voting system. The website is highly accessible and visually appealing. Tallium Inc maintained an effective task management style throughout the engagement.

I am the co. owner of the company. It is a graphic competition with a retail store. Also we give donation to non-profit organisations.

We gave them the mechanism and a first layout to create the whole working website. The goal was to create a very complex website with webshop, product voting system for visitors, blog, shareing availibity and jury voting system.

They were recomended by another contest site.

They designed and developed everything for this website. I only gave them the text and logo and a video.

There was a designer, a back end developer and a manager. We discussed everything via Slack which is very effective, and once a month we made a video call as well.

We just started our project so we don't know yet how effective our website, but so far, it looks work well. Easy to use and looks great.

The project management was very effective.

They are fast, profound, proactive and their price is affordable.


Not at all.


Overal they did the job well. High quality. Everithing was finished on time. For us it was an affordable price. likely","5"
