concurrent,service_type,titre,corps,note
"SolveIt","mobile","IoT & Web Dev & Testing for Digital Consulting Company","SolveIt has developed a web solution for a digital consultancy. The team has built AWS infrastructure components, created APIs for integrating with a central AWS-hosted solution, and redesigned mobile apps. SolveIt has delivered a scalable cloud infrastructure, improving uptime, security, and user satisfaction. The team has an agile approach, delivering milestones on time and adapting to changes. Their clear communication and ability to understand the client's needs are commendable. The client submitted this review online. BACKGROUND: I am the CEO of a consulting company. Digital consultancy with a focus on technical strategy, AI and automation, and custom software development. OPPORTUNITY / CHALLENGE: Build a web solution for managing customers and device data; Build AWS infrastructure components to support a multi-regional client base; Build a robust set of APIs for integrating to a central AWS hosted solution. SOLUTION: This initiative focuses on transforming an existing connected-device ecosystem into a modern, cloud-based platform built for scale, security, and long-term growth. Key deliverables include a secure and scalable cloud architecture, redesigned mobile and web applications, and the groundwork for new service models such as subscriptions, data insights, and partner integrations. RESULTS & FEEDBACK: The initiative delivered measurable progress across both technology and business outcomes. The new platform achieved a significant reduction in hosting and maintenance costs through scalable cloud infrastructure, while improving uptime and security across all connected devices. User satisfaction increased through faster setup, clearer alerts, and more reliable performance. The team followed an agile project management approach, participating actively in regular sprint planning, reviews, and retrospectives. They consistently delivered milestones on schedule and maintained clear communication throughout each phase. Their overall communication was excellent. They took time to articulate their understandings, or lack thereof, which enabled us to course correct if anything was unclear. No. We were very pleased with their overall performance.","5"
"SolveIt","mobile","Mobile & Web App Development for RV Technology Company","SolveIt has developed and launched a cross-platform mobile and web app for an RV technology company. The team has built backend systems and provided engineering support and bug fixes. SolveIt has successfully delivered a production-ready platform with seamless integrations and all key milestones. The team has provided exceptional project management, detailed milestone planning, and high responsiveness. The team's creativity, technical strength, and curiosity have stood out.","5"
"SolveIt","mobile","AI Dev for Software Dev Company","A software development company hired SolveIt to help build a prescreening feature using OpenAI for its end client. The team provided backend and infrastructure engineers for the project. SolveIt's expertise allowed the client to delegate the AI component without affecting quality. The team delivered production-ready code, reducing QA iterations by 10%. SolveIt's developers were proactive, taking the initiative, spotting issues, and suggesting better ways to do things.","5"
"SolveIt","mobile","Mobile App Development for Software Co","SolveIt was hired by a software company to support the mobile development of a logistics platform. The team handled building a cross-platform app, backend integration, and real-time tracking. SolveIt successfully delivered the project two weeks ahead of schedule, allowing the client to start pilot operations early. The team communicated smoothly, consistently delivered on time, and took ownership of the product's success. The team's quick onboarding and domain understanding were key.","5"
"SolveIt","mobile","Website Revamp for Holding Company","SolveIt revamped the frontend of a holding company's website. The team's work included creating a custom UI/UX design, a component-based design system, and interactive elements and animations. SolveIt's work improved the client's site's frontend design, resulting in a more modern and trustworthy impression for visitors. This also increased conversion rates, session duration, and mobile usability scores while decreasing bounce rates. The team was structured, timely, and responsive.","5"
"SolveIt","mobile","UX/UI Design for Software Development Company","A software development company hired SolveIt to develop a UX/UI design for their end client's web-based custom AI solution. The team created wireframes, Figma prototypes, user personas, and journey maps. SolveIt's work was compelling, and the client was impressed with the team's medical project experience. The team delivered the project promptly and communicated effectively via virtual meetings, email, and messaging apps. The client was impressed with their insights and ideas.","5"
"SolveIt","mobile","MVP & Mobile App Dev for Web & App Development Company","SolveIt developed an Android and iOS mobile app for a web and app development company. The team built the MVP on Flutter, integrated it with the web solution, and conducted performance testing. SolveIt completed the project on time, and the client was pleased with their work. They established a clear timeline and set realistic milestones, which they meticulously followed. Their technical expertise and genuine care for the project were impressive, and their post-launch support was reliable.","5"
"SolveIt","mobile","UX/UI Design for App Dev Company","Share 

  * UX/UI Design

  * Less than $10,000 
  * Aug. - Sep. 2024 


5.0 
Quality
     5.0 
Schedule
     5.0 
Cost
     5.0 
Willing to Refer
     5.0 

""Their professionalism and attention to detail truly set them apart.""

Sep 12, 2024

Indie Hacker, Vibely - Music Visualizer

Aibek Mazhitov 

Verified

  * Other industries
  * Germany
  * 1-10 Employees
  * Online Review 
  * Verified


SolveIt provided UI/UX design services for an app development company. The team created new design prototypes in Figma to enhance the app's user-friendliness and intuitiveness.

SolveIt completed the UI/UX redesign in four weeks, allowing the client to implement the new design into the app. The team was highly collaborative and responsive to the client's needs. SolveIt's expertise, professionalism, and attention to detail were outstanding.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and position.**

I am the Indie Hacker of Vibely - Music Visualizer

**Describe what your company does in a single sentence.**

I'm an Indie Hacker app developer based in Germany creating Vibely - Music Visualizer app that enhances the listening experience through dynamic visuals.

#### OPPORTUNITY / CHALLENGE

**What specific goals or objectives did you hire SolveIt to accomplish?**

Improve UI/UX of Vibely - Music Visualizer

#### SOLUTION

**How did you find SolveIt?**

A LinkedIn message from Nik Petrov

**Why did you select SolveIt over others?**

  * High ratings
  * Referred to me


**How many teammates from SolveIt were assigned to this project?**

1 Employee

**Describe the scope of work in detail. Please include a summary of key deliverables.**

The goal of working with the SolveIt team was all about taking the Vibely - Music Visualizer app to the next level for my iOS users. I wanted to create a fresh, user-friendly experience that would make the app more enjoyable and intuitive. The SolveIt team delivered a crucial UI/UX redesign, which included brand-new design prototypes in Figma, a modern and visually appealing interface.

#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

Before partnering with SolveIt, Vibely - Music Visualizer had no UI prototypes in place. The redesign was initially expected to take about 2 months, but thanks to the strong collaboration and dedication from both teams, we completed it in just 4 weeks. Now, with the fully designed UI in Figma, I'm ready to implement it into the iOS app and roll out the new update to my users, marking an exciting milestone in the project's journey.

**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

Absolutely! Alexandra and Ekaterina were outstanding teammates throughout the collaboration. Before starting the project, Alexandra took the time to clearly define all milestones and requirements for the app redesign. Our initial communication was through Gmail and LinkedIn, but once the work began, we primarily used Slack.    

The SolveIt team was always prompt in addressing my questions and feedback during the process. Ekaterina consistently brought her expertise to our weekly syncs, completing all planned tasks for the following week without any issues or delays. Their project management was seamless, and all deliverables were met on time.

**What was your primary form of communication with SolveIt?**

  * Virtual Meeting
  * Email or Messaging App


**What did you find most impressive or unique about this company?**

What impressed me most about SolveIt was their deep expertise and ability to fully understand my vision. They had a clear grasp of what I wanted to achieve and translated that into actionable solutions. I felt confident in outsourcing the UI/UX improvements for my app to SolveIt. Their professionalism and attention to detail truly set them apart.

**Are there any areas for improvement or something SolveIt could have done differently?**

n/a

#### RATINGS

5.0 
  * Quality

5.0 
Service & Deliverables

  * Schedule

5.0 
On time / deadlines

  * Cost

5.0 
Value / within estimates

  * Willing to Refer

5.0 
NPS","5"
"SolveIt","mobile","Admin Panel & Mobile App Dev & Design for Natural Gas Co","Share 

  * Mobile App Development UX/UI Design Web Development


  * Confidential 
  * July 2023 - Ongoing 


4.5 
Quality
     4.5 
Schedule
     4.5 
Cost
     4.0 
Willing to Refer
     4.0 

""The entire SolveIt team got involved in the project to understand the value they could bring to us and our clients.""

Sep 2, 2024

Head of Digitalization & Energy Efficiency, Natural Gas Co

Anonymous 

Verified

  * Energy & natural resources
  * A Coruna, Spain
  * 51-200 Employees
  * Online Review 
  * Verified


SolveIt has developed and designed a mobile app and an admin panel for a natural gas company. The team has created the app's UI/UX designs using Figma and developed the app's frontend and part of its backend.

SolveIt's efforts have resulted in the progress of the client's app and admin panel's demos and project sprint. The team has demonstrated excellent project management skills, providing realistic solutions and completing tasks on time. SolveIt's involvement in the project has been remarkable.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and position.**

 I am the Head of Digitalization and Energy Efficiency of a natural gas company

**Describe what your company does in a single sentence.**

Owner and operator of the liquefied natural gas terminal in Galicia, in Mugardos (A Coruña), Our company is the first Galician multinational energy company. In accordance with the principles of safety, efficiency and flexibility, it carries out a key activity in the transformation of the energy model and in the mitigation of the effects of climate change. The company is part of a group that operates basic assets for the security of supply in Europe, Asia and Africa, is a world reference in the management of energy infrastructures, and owns 25% of the Musel E-Hub, in Asturias. In recent years it has provided services in 24 countries on 4 continents. It also promotes projects in energy storage, efficiency, renewables, circular economy, digitalization and green hydrogen.

#### OPPORTUNITY / CHALLENGE

**What specific goals or objectives did you hire SolveIt to accomplish?**

  * Develop and publish a mobile application that will become the energy partner of its customers, initially aimed at the self-employed and SMEs to reduce their energy costs
  * Develop and publish an administrator panel to help application administrators manage the application and its services.


#### SOLUTION

**How did you find SolveIt?**

Online Search

**Why did you select SolveIt over others?**

  * High ratings
  * Good value for cost
  * Company values aligned


**How many teammates from SolveIt were assigned to this project?**

6-10 Employees

**Describe the scope of work in detail. Please include a summary of key deliverables.**

Scope of work:

  * Design of the mobile application and administrator panel.
  * Development of native mobile applications on android and iOS, frontend and part of the backend.
  * Web platform development for admin panel, frontend and part of the backend
  * Testing of mobile application and administrator panel
  * Publication of mobile application and administrator panel


Key deliverables:

  * Figma design
  * Source code
  * Solucion requirements documentation and technical documentation
  * App and administrator panel publication


#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

  * Check and approve app and panel specifications
  * Progress of planned features by sprints.
  * Demos of each developed feature.

**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

SolveIt is committed to meeting the client's expectations and deadlines. One of its strengths is providing feasible and realistic solutions in even the most challenging situations.

**What was your primary form of communication with SolveIt?**

  * Virtual Meeting
  * Email or Messaging App


**What did you find most impressive or unique about this company?**

The entire SolveIt team got involved in the project to understand the value they could bring to us and our clients with the mobile application.

**Are there any areas for improvement or something SolveIt could have done differently?**

During the development of our project, we needed to use a specific technological service that the developers were not deeply familiar with. Although the developers made an effort to understand and use it, an area for improvement could be investing in internal training when a similar case is identified.

#### RATINGS

4.5 
  * Quality

4.5 
Service & Deliverables

  * Schedule

4.5 
On time / deadlines

  * Cost

4.0 
Value / within estimates

  * Willing to Refer

4.0 
NPS","4.5"
"SolveIt","mobile","Mobile App Development for Software Product Agency","Share 

  * Mobile App Development

  * Flutter

  * $50,000 to $199,999 
  * Mar. - July 2024 


5.0 
Quality
     5.0 
Schedule
     5.0 
Cost
     5.0 
Willing to Refer
     5.0 

""They took into account all the requirements and interests of all the project's participants so that we managed to complete everything at its best.""

Aug 6, 2024

CEO, Yellow

Mitya Smusin 

Verified

  * Other industries
  * San Francisco, California
  * 51-200 Employees
  * Online Review 
  * Verified


SolveIt worked with a software product agency to build a Flutter mobile app for iOS and Android for an end client. The solution provided data synchronization with an e-commerce platform's backend.

Demonstrating exceptional Flutter expertise, SolveIt delivered according to the client's requirements and deadlines. They maintained a transparent, productive workflow through regular updates, open communication, and proactive problem-solving. Their highly collaborative approach also stood out.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and position.**

I am the CEO of Yellow

**Describe what your company does in a single sentence.**

We are a software product agency

#### OPPORTUNITY / CHALLENGE

**What specific goals or objectives did you hire SolveIt to accomplish?**

  * We enlisted SolveIt to build a Flutter-based mobile app for a client's marketplace project

#### SOLUTION

**How did you find SolveIt?**

Referral

**Why did you select SolveIt over others?**

  * High ratings
  * Pricing fit our budget
  * Great culture fit
  * Good value for cost


**How many teammates from SolveIt were assigned to this project?**

2-5 Employees

**Describe the scope of work in detail. Please include a summary of key deliverables.**

This was a comprehensive e-commerce project that involved developing a full-featured web platform, using Node.js for the backend and React for the front. The Flutter-based mobile app, developed by the SolveIt team, provided data synchronization with the backend, enabling a consistent omnichannel experience for the users on both iOS and Android.

#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

SolveIt demonstrated top-notch Flutter expertise from A to Z and the ability to deliver according to the project deadlines and requirements. Everything was on time - they provided updates as needed.

**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

We appreciated SolveIt's ability to openly communicate the actual state of affairs and their proactiveness, which is rarely found among companies offering staff augmentation services.

**What was your primary form of communication with SolveIt?**

Virtual Meeting

**What did you find most impressive or unique about this company?**

Although they were primarily responsible for the mobile part of the project, they took into account all the requirements and interests of all the project's participants so that we managed to complete everything at its best. 

**Are there any areas for improvement or something SolveIt could have done differently?**

I have nothing to add, they are truly an excellent development partner for any form of collaboration. 

#### RATINGS

5.0 
  * Quality

5.0 
Service & Deliverables

  * Schedule

5.0 
On time / deadlines

  * Cost

5.0 
Value / within estimates

  * Willing to Refer

5.0 
NPS","5"
