concurrent,service_type,titre,corps,note
"Memory Squared","mobile","Web App Development for Digital Marketing Company","The final product Memory Squared has delivered has exceeded my expectations.

Memory Squared has developed a web app for a digital marketing agency's end client. The team helped scope the project and create the solution's architecture. They now provide app maintenance and support.

The app has worked smoothly since its launch, so the client and end client are delighted with Memory Squared's work. The team has met a tight deadline and communicated effectively and transparently through a Slack group. Their ability to proactively and creatively find solutions was outstanding.

I'm a co-founder and partner of Digital Fans, a digital marketing agency. We're part of a large agency group in the Nordic countries. We're based in Sweden but work with clients all over North Europe. In my role, I lead projects once they start, while my other partners help attract new business.

Although we have a small development team, some of the clients and tasks we receive require skill sets that we don't have in-house. Therefore, we often look for external partners to complement our skills in specific deliveries for end clients. In this case, a client needed a software solution project we couldn't complete. We looked for a company with expertise and a good track record with software development solutions.

Memory Squared provides us with software development services. Initially, we didn't know what type of software we would need to create, but we had a description of what the solution could potentially be. Memory Squared has helped us scope the project to find the solution's architecture. They've determined that the end client needed a web app and have developed it.

Currently, Memory Squared provides maintenance and support services for the live web app and probably will until the end of 2024.

I had one main point of contact and spoke to three different Memory Squared teammates, including Mateusz (CEO & Product Designer) and Rafał (Full Stack Developer).

I found Memory Squared online; I often browse Google for companies in the countries from which partners we've had experience with are. I look at companies' websites and their projects before approaching them. Initially, I made a list of 10 development agencies I thought were similar and contacted them. Ultimately, I chose Memory Squared for this project.

We've spent around €40,000 (approximately $43,000 USD), including development and support. When the project ends, we might reach €50,000 (approximately $54,000 USD).

We've been working together since March 2024, and the engagement is ongoing.

The final product Memory Squared has delivered has exceeded my expectations. We haven't had any issues with the solution since it was launched; it works smoothly. My client and I are happy with the results. Moreover, this project will probably help us get more work with clients in the near future, so everyone in my company is very excited. We hope to have more projects for Memory Squared in the coming months.

I've already told Mateusz I'll become a salesperson for Memory Squared in Sweden because their services have been so good, and I'm happy to work with them. I've had experience working with other development companies in European countries, and none of them have come close to the work Memory Squared has done.

The team has carefully specced the work and been transparent with us from the beginning about what they were building and why. They've delivered the solution on time every step of the way, which has been impressive given our timeline. Even though our client doubted the deadline could be met, Memory Squared has delivered.

The entire project has also been very well communicated. Mateusz has been very clear to me about all the decisions needed and the consequences of those decisions, depending on the route we took. Working with Memory Squared has taught me some lessons on how to be a better project manager. As for tools, we communicate through a shared Slack group they've created for us.

Mateusz has been extremely helpful every step of the way. He's been proactive in solving the project's challenges before I recognize them. Moreover, Mateusz has guided me in presenting and getting our tech stack approved and has managed the project carefully from Memory Squared's side.

Additionally, although I didn't have much contact with Rafał, he's been excellent at leading the technical side of the solution build every step of the way, and we're delighted with the results.

I'm impressed with how proactive Memory Squared has been with such vague project requirements -- it's one of the reasons I hired them. Initially, I had challenges putting together a project definition because it was beyond my expertise. Memory Squared has guided me in finding the solution along the onboarding process. Moreover, they've been very friendly and creative throughout this process.

They don't need to improve anything at all -- Memory Squared's performance has been as good as it could have been.

I don't have any advice on improving their work because Memory Squared is the best partner I've worked with so far. However, I would tell friends that Mateusz and his colleagues are highly ambitious and creatively driven. If a friend wants to get the most out of the team, he needs to brief them in a way that entices Memory Squared's creativity and ambition. After that, anyone can sit back and enjoy the process; the project will be great.

I'm very picky, so I don't give such a high rating lightly -- it's 100% deserved.

The deadlines were very tight, and the team still delivered on time.

I've already recommended Memory Squared to many colleagues.","5"
"Memory Squared","mobile","UX/UI Design for Language Learning App Developer","I was impressed by the regularity of the updates on progress and the reasoning behind the proposed solutions.","5"
"Memory Squared","mobile","UI/UX Design for AI Tools Development Company","Their ability to transform complex technical requirements into user-friendly designs was remarkable.","5"
"Memory Squared","mobile","UI/UX Design for Data Analytics Center","They adeptly integrated various ideas and feedback, ensuring the best possible outcome for our project.","5"
"Memory Squared","mobile","Custom Mobile App Development for Gaming Startup","They are quick to react and solve every task that we place upon them.","5"
"Memory Squared","mobile","UI/UX Design for Digital Marketing Agency","We were impressed with their super creative approach connected with in-depth technology knowledge.","5"
"Memory Squared","mobile","UX & UI Design for Startup","Their expertise in UX/UI for both big and small companies was astonishing.","5"
"Memory Squared","mobile","UI/UX Design for Software Company","They were flexible and easy to communicate with.","5"
"Memory Squared","mobile","No content available","**Describe the scope of work in detail. Please include a summary of key deliverables.**

First, we had a meeting with both Product and UI Designers as we required a consultation. After initial discussions we decided to work in 3 design sprints focusing on the product itself, and then one more focused on communication as well as website design. Our plugin works in various environments, it was a difficult platform to develop, so we wanted to fully show its potential and all its features; while simultaneously meeting the requirements of the developers.

After the ideation stage, Memory Squared's team started to work on these areas of UI which we can control developing IDE's plugin. They recreated the IDE's environment in Figma and got familiar with all the constraints and differences we had to follow on various platforms. After providing some new ideas we selected a few improvements to deploy. Then the design team assisted us in the development stage providing ongoing consulting.

#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

  * After implementation of Memory Squared's designs we noticed, based on website analytics as well as support team observations, that the tool became more straightforward and easier to use.



**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

We worked in two weeks term design sprints with at least one sync meeting every week. We based the UI work on Figma. They were flexible and easy to communicate with.

**What was your primary form of communication with Memory Squared?**

  * Virtual Meeting
  * Email
  * Messaging App



**What did you find most impressive or unique about this company?**

They are very engaged and put a lot of effort into learning and understanding our specific environment for designing a product. From the beginning of the project they were not only willing to listen to our concerns, but they were also proposing their own ways to solve them and improve the product.

**Are there any areas for improvement or something Memory Squared could have done differently?**

Nothing special.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Memory Squared","mobile","Mobile App Dev for SEO Company","Share 

  * Custom Software Development Mobile App Development Product Design UX/UI Design

  * $200,000 to $999,999 
  * Oct. 2022 - Ongoing 



5.0 

Quality
     5.0 

Schedule
     5.0 

Cost
     5.0 

Willing to Refer
     5.0 

""They are very sensitive to both clients' and customers' needs.""

Mar 6, 2023

CEO, Mindlink Sp. z o.o.

Łukasz Załęski 

Verified

  * Automotive
  * Warsaw, Poland
  * 1-10 Employees
  * Online Review 
  * Verified



Memory Squared has been hired by an SEO company to develop a car history and service management app for an automotive brand they are working with. They've built the UX/UI models for the Android and iOS apps.

Memory Squared has successfully built the mobile app and built specific functionalities for different users. The team uses Scrum methodology and works on two-weeks sprints. Furthermore, not only do they consider the client's requirements and goals, but they also assess the customers' needs. 

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and position.**

I am the CEO of Mindlink Sp. z o.o.

**Describe what your company does in a single sentence.**

Works in the IT industry in the automotive area

#### OPPORTUNITY / CHALLENGE

**What specific goals or objectives did you hire Memory Squared to accomplish?**

  * Car history and service management app for automotive brand



#### SOLUTION

**How did you find Memory Squared?**

Other

**Why did you select Memory Squared over others?**

Other

**What was the size of Memory Squared's team?**

2-5 Employees

**Describe the scope of work in detail. Please include a summary of key deliverables.**

The project started with a Product Discovery process, creating a workflow and building UX/UI models, then creating the beta version of the application, necessary tests and release of the alpha version. We commissioned Memory Squared to create an application for both Android and iOS.

The most important components of the project were the information provider, where the car owner was able to see their vehicles reviews and repairs history, the review module, where the car owner is able to see the validity of their car review and date of their last car check and the map with car servicers authorized by brand. The backend of the web application was written in PHP Laravel, with React.js used as a frontend framework, while the mobile application was written in React Native, optimized for both Android and iOS.

#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

  * Creating a mobile app



**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

Firstly, they established a common workspace platform for product management. We used Productive for that. Memory Squared proposed to work agilely, since they are working with Scrum methodology. They also provided their own experienced Scrum Master, who was managing the two weeks sprints. Codebase was maintained in git repository.

**What was your primary form of communication with Memory Squared?**

  * Virtual Meeting
  * Email or Messaging App



**What did you find most impressive or unique about this company?**

They are very sensitive to both clients' and customers' needs, they are able to emphasize different roles, which helps them with developing functionalities for different receivers of the software. They also have a great amount of humor - it makes everyday working with them interesting.

**Are there any areas for improvement or something  Memory Squared could have done differently?**

We have found some minor issues, while testing the beta version of the application, that could have been spotted during app development, but these weren't issues big enough to address them in the context of the whole project.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Memory Squared","mobile","E-Commerce Web Application for Furniture Concept Store","Share 

  * Application Management & Support UX/UI Design Web Development

  * Confidential 
  * Dec. 2022 - Ongoing 



5.0 

Quality
     5.0 

Schedule
     5.0 

Cost
     5.0 

Willing to Refer
     5.0 

""What they already achieved looks even better than what I had in mind.""

Mar 6, 2023

CEO, Furniture Concept Store

Marek Sietko Sierkiewicz 

Verified

  * Other industries
  * Krakow, Poland
  * 1-10 Employees
  * Online Review 
  * Verified



A furniture concept store has hired Memory Squared to develop an e-commerce web app. The team has done UI/UX design and is building the app, which allows users to design their own furniture based on patterns.

The app looks very good, and the client is impressed with its user flow. Memory Squared leads excellent project management using Productive, with frequent meetings and a seamless workflow. The team is also thorough and timely. Moreover, they've contributed ideas that have made the project better.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and position.**

I am the CEO of a furniture concept store.

**Describe what your company does in a single sentence.**

Brasto is a niche furniture concept store that believes that perfection is hidden within nature. For this unusual business, Memory Squared is providing a unique personalized e-commerce solution that will allow customers to create their own furniture with the best of what the store has to offer - natural materials and love for the environment.

#### OPPORTUNITY / CHALLENGE

**What specific goals or objectives did you hire Memory Squared to accomplish?**

  * My ideal web application was supposed to help my clients design their own furniture, based on pre-created patterns and uniqueness of natural materials.
  * The client should choose their dimensions, color, materials used.
  * At the same time I needed the creator application to convert the customer's vision to the technical drawings and in some cases CNC templates, so the customer could receive exactly the same product that they created.



#### SOLUTION

**How did you find Memory Squared?**

Referral

**Why did you select Memory Squared over others?**

  * Close to my geographic location
  * Pricing first our budget
  * Great culture fit
  * Referred to me



**Describe the scope of work in detail. Please include a summary of key deliverables.**

Memory Squared provides everything for us, starting from Production Discovery workshops and ending at launching and maintenance of the e-shop. We started with a series of UI/UX meetings, where I presented my vision for the creator and the team started to convert it into a prototype and then into a real, interactive digital product which is now almost released. Developing the functionality of converting the created product onto technical drawings was quite a challenge for both sides.

#### RESULTS & FEEDBACK

**What were the measurable outcomes from the project that demonstrate progress or success?**

  * The project is still in the developing process, but what is created now looks very good. I was impressed by the user flow they created and the visual site of the creator



**Describe their project management. Did they deliver items on time? How did they respond to your needs?**

They use a project management tool called Productive, as well as we meet systematically to talk about progress and discuss new ideas. It is perfect workflow for me. And my needs growing within project progress. Im impressed about their thoroughness and timeliness.

**What was your primary form of communication with Memory Squared?**

  * In-Person Meeting
  * Virtual Meeting
  * Email or Messaging App



**What did you find most impressive or unique about this company?**

I think they can make everything come true. I already came to them with several ideas for the website creator, but what they already achieved looks even better than what I had in mind.

**Are there any areas for improvement or something Memory Squared could have done differently?**

At this stage of development I have no complaints or sugestions.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Memory Squared","mobile","Custom Software Dev for Advertising Company","Share 

  *   * $50,000 to $199,999 
  * July 2022 - Jan. 2023 



5.0 

Quality
     5.0 

Schedule
     5.0 

Cost
     5.0 

Willing to Refer
     5.0 

""The team was actually involved in delivering a valuable solution.""

Feb 23, 2023

CEO, AdForce

Miłosz Konieczny 

Verified

  * Advertising & marketing
  * Wroclaw, Poland
  * 1-10 Employees
  * Online Review 
  * Verified



An advertising company partnered with Memory Squared for custom software development. The team built a custom solution based on the client's sales model and process; they went through a month-long beta testing.

The new custom solution built by Memory Squared resulted in an almost 50% increase in inquiries. The client had better control of their sales process and expanded their offers. Throughout the engagement, the team had an effective workflow and always suggested improvements that led to better results.

The client submitted this review online. 

#### BACKGROUND

**Please describe your company and your position there.**

I am the CEO of AdForce, a company with more than 10 years of experience in advertising industry.

#### OPPORTUNITY / CHALLENGE

**For what projects/services did your company hire Memory Squared, and what were your goals?**

  * In terms of the offer, AdForce provides an extensive group of advertising products from many different suppliers and manufacturers. Also, the buying process is complex - the clients can, depending on product, expect a variety of customization and marking possibilities. The system required a tailor-made solution.

#### SOLUTION

**How did you select this vendor and what were the deciding factors?**

In the past we cooperated with the CEO and the Memory Squared team in small projects.

**Describe the scope of work in detail, including the project steps, key deliverables, and technologies used.**

The project started with a discovery process. Firstly, we provided to the developers our sales model and process. Secondly, the developers analyzed data formats and product data sources. Based on this, the Memory Squared team constructed a project of solution, which we detailed, taking into account our budget and expected time of implementation.

Through the development period we were working with agile methodology and were constantly engaged in further functionality specification. The project ended with month-long beta tests and training, furtherly productive implementation in the place of our previous service with taking into account the preservation of SEO results.

**How many people from the vendor's team worked with you, and what were their positions?**

2 Product Designers and a Development team of 3 to 4 people.

#### RESULTS & FEEDBACK

**Can you share any measurable outcomes of the project or general feedback about the deliverables?**

Implemented solutions let us have better control under the sales process, update and further expand our offer and increase conversion to sent inquiries by nearly 50%.

**Describe their project management style, including communication tools and timeliness.**

The project was carried out in the timeline defined by our deadlines and by sincere description of the development team's time abilities. We came to agreement with deadlines of every stage and both sides were consequent in holding onto them. Although on the discovery stage a lot of specification details were not described yet, after the first few workshops we planned the timestamps of the project and, thanks to the team's commitment and agile work on both sides, they became the frames of the decisions we made about products.

In terms of tools, we were basing completely on Memory Squared implemented workflow, to which we were quickly introduced - it was a github repository for work progress preview and Productive platform for backlog management and communication.

**What did you find most impressive or unique about this company?**

The team was actually involved in delivering a valuable solution, and not only a software software in accordance with the established specification. In the process of creating the solution, they often proposed details that went beyond the original scope, which ultimately turned out to be decisive for the success of the platform.

**Are there any areas for improvement or something they could have done differently?**

In every project of this scale there will be details, that after implementation are assessed as such that could have been done better - but in case of this project these are relatively small details.

#### RATINGS

5.0 

  * Quality

5.0 

Service & Deliverables

  * Schedule

5.0 

On time / deadlines

  * Cost

5.0 

Value / within estimates

  * Willing to Refer

5.0 

NPS","5"
"Memory Squared","mobile","Platform & Marketplace for Food Service Business Management","As a Sales and Marketing Manager I'm responsible for overseeing the project from a consumer's point of view. I'm working with the Memory Squared team on the marketing functionality and how to make the sales platform more user-friendly. I'm also discussing with the Memory Squared team how to balance the platform between maximum usability and efficiency for the users. Flambia is an innovative platform designed to revolutionize food service business management, but most importantly to allow consumers to order fully personalized food, accurately collect dietary data and achieve their goals. Memory Squared is the software house responsible for providing the development team to create and develop the platform from scratch as part of the partnership. While Flambia as an organization has great know-how in the areas of food production, marketing, and gastronomy management, we decided to use an external software house in the early stages of product development to provide us with expertise and a team, without closing the way to take over in-house development in the future. Memory Squared was recommended by one of our board members and they convinced us with a flexible team development model and the CEO's personal commitment. The platform consists of several areas and products, which were first identified and structured in the Product Discovery process. Then the overall architecture of the solution was designed and the technology stack was defined. Within 2 months of the project's launch, two dedicated teams were built, working in parallel - one on ERP+e-commerce functionalities and the other on Marketplace functionalities. To speed up the creation of the MVP, the UX/UI work took place in parallel with the initial development work. At the time of writing the review, we have MVP solutions in place in both areas. Further development is provided in scrum-based sprints. The teams are well-communicated with each other, and project management is entirely on the Memory Squared side with ongoing reporting of progress and constant backlog modelling typical for young products. 2 interconnected, dedicated development teams were put in place and integrated into our organizational structure in about 2 months. 2 production deployments, on 2 platforms each (web + hybrid mobile) delivered in a total time of 7 months. Project management of the technology side (repository, codebase, code review, testing) was done on Memory Squared's side. For the business and organizational side the team was invited into our organizational tools - mostly ClickUp. For their needs, they offered to do custom integrations of their workflow with our system. Super contact and personal involvement of the entire organization. They seem to take care not only of the technology side but of our entire business.","5"
"Memory Squared","mobile","Platform Dev for Meal Delivery System","Primate is a system and mobile app for managing the delivery of personalized meals for a whole day. It works in Poland now but will scale to Germany next year. Memory Squared is responsible for the development and maintenance of our back office system, mobile app, and e-commerce solution. I'm a digital marketer and copywriter helping Primate company to create an user-friendly, aesthetically pleasing application and supporting the growth of the client base of the application. I was included in the process of creating the application and I'm still in charge of its maintenance. Our food ordering and production management platform had many limitations due to the unforeseen direction of our business, and we felt we had the knowledge of what redesign the entire platform should undergo, while at the same time it was a live system serving thousands of customers so we couldn't afford to stop operations. We sent inquiries to companies with experience in dedicated e-commerce solutions and our technology stack (Laravel, React.js, React Native) recommended by various contacts. We selected a contractor based on price and a convincing approach to migrating to a new system. At the start of the project, at the core of our working system were assumptions that had changed. They were about what changes an end-user can make in the number, size, and composition of meals they order. The change was large enough to affect all functional areas of our product. So the project started with research which required a great understanding of our business model, then the architecture changes were specified and UX/UI areas were redesigned to bring new flexibility to our product. After that development part took place and then the migration of the data and deployment of the new version. Service outages were limited to a few hours overnight. Within six months we were able to rebuild the system to implement an internationally unique way of personalizing meal orders. The implementation went without major complications, and we are looking forward to the business effects of the changes made. It is more than perfect. Thanks to systematic meetings we were able to address our concerns and talk about more effective ways of working together. Secretly, I can tell you that there was also a rook for jokes. I can assess the workflow between our teams as supporting and increasing our creativity. Quickly understanding our product and business model, which is not an easy thing to do. We have had experiences with suppliers who proposed solutions before they fully understood the challenge. This was avoided in the case of Memory Squared, and as a result, we decided to entrust them with further product development as well.","5"
"Memory Squared","mobile","E-Commerce Development for Global Marketing Agency","Memory Squared developed a dedicated e-commerce solution for our client (automotive industry). The collaboration consisted of a fast audit and research, followed by product design workshops and implementation of web and mobile solutions (B2C) as well as back-office tools (B2B). I'm Innovation Manager in PHD - global media and marketing agency. For one of our clients, a global leader in the automotive we were looking for a technology partner to develop a dedicated e-commerce solution for web and mobile platforms that takes into account the many requirements and constraints typical of a large brand and organization. We have worked with Memory Squared specialists in the past so we invited them to submit an offer. The offer convinced us mostly because of a realistic and very clear work plan. In the first stage, an analyst from Memory Squared gathered the range of requirements of the business as well as the various participants in the planned solution. That was made in a series of workshop meetings. Then, in a rapid product design process, a solution concept and work plan were created, which was a key factor, in the selection of the contractor. After that, the burden of the work was already on Memory Squared's side with acceptance and feedback on the client's side at the UX design stage, and then at the beta testing stage of the solution. In the end, we were able to implement a system that, in version 1.0, solved the key problems to which it was dedicated, and in subsequent iterations, more challenges were solved and more user roles were involved in the use of the product. It is too early for business indicators of the effectiveness of the implemented solution, while for its scale and the number of decision-makers, the production implementation carried out on time according to the originally presented plan is an undoubted success. The design and needs-gathering process was very inclusive and gave space for all stakeholders to present their expectations and needs, which were then verified at the design stage. At the same time, the whole process was heavily moderated to limit unrealistic expectations and look for as simple solutions as possible. Thanks to this approach it was possible to develop the functional specification of version 1.0 relatively quickly. At the development stage, cooperation was limited to ongoing progress reports. At the beta stage, a ticketing system was implemented, as well as scrum sprints in which the product is continuously developed. They are a very agile organization. Even when faced with complex problems finds solutions and presents realistic plans that it then sticks to.","5"
"Memory Squared","mobile","Product Design & AI Consulting for Furniture Manufacturer","I'm a freelance Service Designer and Business Trainer helping big organizations with Digital Transformation. While working on my projects, I sometimes need support and consulting in various technology areas to give my clients the best base to plan their strategies. In the series of workshops that required to design a new product/service concept for a brand that manufactures and sells furniture, we needed consultation in the area AI usage in the product, as well as general technology consulting. After that, we asked also for early stage UX/UI designs and prototypes for the visualization of our ideas. I knew the CEO of Memory Squared personally, and I was prompted to take advantage of his expertise through his speeches at conferences on similar topics. Memory Squared participated in several of the series of workshops, not only by providing theoretical knowledge but also great ideas on how to develop the product. They helped us to understand how we can use machine learning in solving the problems we faced. Then, after we developed some initial ideas Memory Squared designed several visualizations and prototypes showing its potential so that we could develop the concept further and share our ideas. Great feedback from workshop participants and the fact that the project developed with Memory Squared is close to getting funding for implementation on my client's side. Very efficient. We have worked hand in hand as a partners to finalize the project. I could count on their availability not only during scheduled workshops, but also ""after hours"" - that made my life really easier. Knowledge and the team's commitment to passing it on.","5"
"Memory Squared","mobile","Custom Software Development for SaaS Products Company","I am the founder of a tech company called Ironcode. We have a portfolio of SaaS products and also work on client custom software projects. Memory Squared provided body leasing of 2 testers and 2 frontend developers to our team working on a business mobile application. We have worked with Memory Squared's CEO previously so we asked him for a quote. Originally we needed a good manual tester and Memory Squared offered us an experienced automated tester (Cypress), supported by a manual tester. This small team developed a very good workflow for testing. A month later there was an opportunity to expand the application development team with 2 developers (mid + senior) from Memory Squared and we decided to go for it. They work with us for 2 months now. In 2 months, we were able to significantly improve and partially automate the testing process for this product. The project is entirely managed on our side and provided developers smoothly integrated into our workflow. We have a dedicated PM for organizational matters. They are proactive and can connect business and technology perspectives.","5"
"Memory Squared","mobile","Custom Software Dev & UI/UX Design for AI Solutions Company","I am the Head of Product of an AI Solutions Company. We are providing conversational AI solutions to Credit and Collection industry. To create design system for our app, Design facelifting. Creating design system and facelifting for our existing app. Design system completed, facelifting is done. Everything was smooth. Thinking out of the box. They are a perfect match for our needs.","5"
"Memory Squared","mobile","Mobile App Development for E-Commerce Marketplace","I am the CTO of SuperMart. SuperMart is one of the fastest growing e-commerce marketplaces in the Balkan countries, which aims to provide its customers the most convenient and memorable online shopping experiences. Building, developing and maintaining SuperMart's iOS and Android Client apps, Software design, Providing support and backend development, Estimation of new features. After a verification process, where the teams got to know each other, common goals were set and ways of working established, we started our cooperation. We focused on our e-commerce marketplace app development - we already had a website platform live and developers responsible for it, but we needed a professional and experienced team, who would be able to develop and maintain the new mobile app for customers. The development of new features is planned regularly. Main communication channels are Slack channels and email and the team logs the hours and task descriptions in Productive. The cooperation enabled us to launch our mobile app and implement new features. The experience of the developers in estimating new features helps us with planning, budgeting and prioritization. They take care of the tasks in a professional, fast manner. The execution and delivery time is appropriate. We can always validate the progress and timesheets in their time tracking app. The ease of communication, the high skill-level of its developers and openness to not hide any problems and handle them in a straightforward manner.","5"
"Memory Squared","mobile","Software Dev for Sushi Restaurant Chain","I am the CEO of the sushi restaurant chain, providing fresh dishes on place and for takeout, as well as authentic Japanese alcohol beverages. expand online sellings, a fully operational software, compatible with restaurant's POS, expand the sales channels that are not demanding a personal contact between service and client. In the Product Development stage Memory Squared team guided us through the process of creating a software. We discussed what kind of offers the app should provide and they shared their experience about identifying our needs and converting it into a project. After that we came into agreement with the workflow and the design of the software. We also contacted them directly with the vending machine provider, which let them discuss the specification and compatibility of the machines and the software without our interference. The development was provided in scrum-based sprints and we received feedback from every sprint, which gave us a possibility to evaluate the progress and, eventually, make small corrections. The software is, for business reasons, still in the beta version, but after the first tests we received amazing feedback. We also noticed the client's positive reactions in our social media after announcing our cooperation and presenting the beta version. We had two major communication tools, one of them being Productive, where we were able to see the issues that are taken care of and address our ideas and the second being Google Meet. We had meetings after every sprint, every two weeks, so we were able to notice the progress of the development and we were directly involved in developing the application. We had no strict deadlines, but their experience let them evaluate how much time each step would take and they setted their own deadlines.","5"
